Nombre,Direccion,Ciudad,Pais,Precio,Tipos_Cocina,Ideales,Valoracion
la bûche,400-3 Ohara Raikoincho; Sakyo-ku; Kyoto; 601-1242; Japón,Kyoto,Japón,2,Francesa,Comer solo,1
Nagamoto,8F; 18 On Lan Street; Central; Hong Kong,Hong Kong,Hong Kong,3,Japonesa,Comer solo,1
Estro,2F; 1 Duddell Street; Central; Hong Kong,Hong Kong,Hong Kong,3,Italiana,Romántico,1
New Punjab Club,GF; World Wide Commercial Building; 34 Wyndham Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Hindú; Pakistaní,Familiar,1
Arcane,3F; 18 On Lan Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Europea contemporánea,,1
Man Wah,25F; Mandarin Oriental Hotel; 5 Connaught Road Central; Central; Hong Kong,Hong Kong,Hong Kong,2,Cantonesa,Familiar,1
Spring Moon,1F; The Peninsula Hotel; Salisbury Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,2,Cantonesa,Grupos,1
Mono,5F; 18 On Lan Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Latinoamericana,Romántico,1
Man Ho (Admiralty),3F; JW Marriott Hotel; Pacific Place; 88 Queensway; Admiralty; Hong Kong,Hong Kong,Hong Kong,2,Cantonesa,Familiar,1
Duddell's,3F; 1 Duddell Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Cantonesa,Familiar,1
Beefbar,2F; Club Lusitano; 16 Ice House Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Steakhouse,Grupos,1
The Legacy House,5F; Rosewood Hotel; 18 Salisbury Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,2,Shun Tak,Familiar,1
Chaat,5F; Rosewood; 18 Salisbury Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,1,Hindú,Familiar,1
Sushi Wadatsumi,607; 6F; K11 Musea; 18 Salisbury Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,3,Sushi,Comer solo,1
Gaddi's,1F; The Peninsula Hotel; Salisbury Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,3,Francesa,Romántico,1
Whey,UG Level; The Wellington; 198 Wellington Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Asiática contemporánea,Romántico,1
Sushi Takeshi,GF; The Mira; 118-130 Nathan Road; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,3,Sushi,,1
Andō,1F; Somptueux Central; 52-54 Wellington Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Innovadora,,1
Mora,40 Upper Lascar Row; Sheung Wan; Hong Kong,Hong Kong,Hong Kong,2,Innovadora,Familiar,1
Belon,1F; 1-5 Elgin Street; Central; Hong Kong,Hong Kong,Hong Kong,3,Francesa contemporánea,Mesa del chef;Romántico,1
Hansik Goo,1F; The Wellington; 198 Wellington Street; Central; Hong Kong,Hong Kong,Hong Kong,3,Coreana,Familiar,1
Louise,PMQ; 35 Aberdeen Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Francesa contemporánea,Terraza agradable;Romántico,1
Feuille,5F; The Wellington; 198 Wellington Street; Central; Hong Kong,Hong Kong,Hong Kong,2,Francesa contemporánea,Comer solo;Productos locales,1
Tosca di Angelo,102F; The Ritz-Carlton; International Commerce Centre; 1 Austin Road West; Tsim Sha Tsui; Hong Kong,Hong Kong,Hong Kong,2,Italiana,Romántico,1
Wild Yeast,Unit 304-305; 3F; Building A; Zonia Tide Ginza; 2077 Binsheng Road; Binjiang; Hangzhou; China Continental,Hangzhou,China Continental,3,China contemporánea,Romántico,1
Moose (Pudong),9F; L+Mall; 899 South Pudong Road; Pudong; Shanghai; China Continental,Shanghai,China Continental,2,Jiangzhe,Familiar,1
Guiyu (Xihu),2-1 Manjuelong Road; Xihu; Hangzhou; China Continental,Hangzhou,China Continental,2,Zhejiang,Terraza agradable,1
Maison Lameloise,68F; Shanghai Tower; 501 Middle Yincheng Road; Pudong; Shanghai; China Continental,Shanghai,China Continental,3,Francesa contemporánea,Romántico,1
Yu Zhi Lan,2 Lin'anli; Lin's Homestead in Meihetang; Wulin Road; Gongshu; Hangzhou; China Continental,Hangzhou,China Continental,3,Cocina de Sichuan,Un clásico,1
Canton Table,5F; Bund 3; 3 Zhongshan Dong Yi Road; Huangpu; Shanghai; China Continental,Shanghai,China Continental,2,Cantonesa,Familiar,1
Oriental Sense & Palate,57 Sinan Road; Huangpu; Shanghai; China Continental,Shanghai,China Continental,3,Chao Zhou,Grupos,1
Hangzhou House,Building EX4; Amandayun; 22 Fayun Lane; Xihu Street; Xihu; Hangzhou; China Continental,Hangzhou,China Continental,2,Zhejiang,,1
Lu Style (Huangpu),Room 207; 2F; Uni Elite; Lane 838; South Huangpi Road; Huangpu; Shanghai; China Continental,Shanghai,China Continental,2,Shandong,Grupos,1
Yong Yi Ting,LG Level; Mandarin Oriental Pudong; 111 South Pudong Road; Pudong; Shanghai; China Continental,Shanghai,China Continental,2,Jiangzhe,,1
Vivant by Johnny Pham,279 Beihai Road; Huangpu; Shanghai; China Continental,Shanghai,China Continental,3,Francesa contemporánea,Romántico,1
Cheng Long Hang (Huangpu),216 Jiujiang Road; Huangpu; Shanghai; China Continental,Shanghai,China Continental,2,Cocina de Shanghái,Familiar,1
Narisawa,L7-05; 1000Trees; 600 Moganshan Road; Putuo; Shanghai; China Continental,Shanghai,China Continental,3,Innovadora,Comer solo,1
Obscura,Tangxiang Cultural Space; 538 Xikang Road; Jingan; Shanghai; China Continental,Shanghai,China Continental,3,Innovadora,Comer solo,1
Ming Court (Minhang),B1 Level; Cordis Hotel; 333 Shenhong Road; Minhang; Shanghai; China Continental,Shanghai,China Continental,2,Cantonesa,,1
mærge,3-8-14 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,3,Francesa,Romántico;Tendencia,1
MANOIR,1-10-6 Hiro; Shibuya-ku; Tokyo; 150-0012; Japón,Tokyo,Japón,2,Francesa,Comer solo,1
MAKIYAKI GINZA ONODERA,9F; 5-14-14 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Francesa,Comer solo;Mesa del chef,1
Seiju,B1F; 3-16-9 Tsukiji; Chuo-ku; Tokyo; 104-0045; Japón,Tokyo,Japón,3,Tempura,Comer solo;Cocina local,1
Sassa,5-13-6 Hiro; Shibuya-ku; Tokyo; 150-0012; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Higashiyama Muku,1-15-5 Higashiyama; Meguro-ku; Tokyo; 153-0043; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
Yama,6-16-41 Shirokane; Minato-ku; Tokyo; 108-0072; Japón,Tokyo,Japón,3,Creativa,,1
Waketokuyama,5-1-5 Minamiazabu; Minato-ku; Tokyo; 106-0047; Japón,Tokyo,Japón,2,Japonesa,Comer solo;Grupos,1
L'ARGENT,2F; Tokyo Club Bldg; 3-2-6 Kasumigaseki; Chiyoda-ku; Tokyo; 100-0013; Japón,Tokyo,Japón,2,Francesa,Comer solo;Grupos,1
LA TABLE de Joël Robuchon,Yebisu Garden Place; 1-13-1 Mita; Meguro-ku; Tokyo; 153-0062; Japón,Tokyo,Japón,2,Francesa; Actual,Terraza agradable,1
La Paix,B1F; 1-9-4 Nihombashimuromachi; Chuo-ku; Tokyo; 103-0022; Japón,Tokyo,Japón,2,Francesa,Grupos,1
FARO,10F; 8-8-3 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Italiana,Romántico;Grupos,1
Tempura Miyashiro,2-18-11 Kamimeguro; Meguro-ku; Tokyo; 153-0051; Japón,Tokyo,Japón,3,Tempura,Comer solo;Cocina local,1
Sushi Oya,3F; 3-6 Fukuromachi; Shinjuku-ku; Tokyo; 162-0828; Japón,Tokyo,Japón,3,Sushi,Comer solo;Grupos,1
Sushi Tanaka,2-7-23 Minamiazabu; Minato-ku; Tokyo; 106-0047; Japón,Tokyo,Japón,2,Sushi,Comer solo;Cocina local,1
Oku,3-42-11 Asakusa; Taito-ku; Tokyo; 111-0032; Japón,Tokyo,Japón,2,Sushi,Comer solo;Cocina local,1
Shigeyuki,2-17-3 Nishihara; Shibuya-ku; Tokyo; 151-0066; Japón,Tokyo,Japón,2,Japonesa,Comer solo;Grupos,1
BEIGE Alain Ducasse,10F; 3-5-3 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Francesa,Romántico,1
Sharikimon Onozawa,6-39 Arakicho; Shinjuku-ku; Tokyo; 160-0007; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Towa,2F; 4-11-25 Nishiazabu; Minato-ku; Tokyo; 106-0031; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Sushi Keita,6-6-4 Tsukiji; Chuo-ku; Tokyo; 104-0045; Japón,Tokyo,Japón,2,Sushi,Comer solo;Cocina local,1
Jushu,2-16-1 Nishiazabu; Minato-ku; Tokyo; 106-0031; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
Kyobashi Tempura Fukamachi,2-5-2 Kyobashi; Chuo-ku; Tokyo; 104-0031; Japón,Tokyo,Japón,2,Tempura,Comer solo,1
au deco,2-23-3 Ebisu; Shibuya-ku; Tokyo; 150-0013; Japón,Tokyo,Japón,2,Francesa,Comer solo;Grupos,1
Piao-Xiang,5-19-1 Hiro; Shibuya-ku; Tokyo; 150-0012; Japón,Tokyo,Japón,2,China,,1
Shokuzen Abe,4F; 5-6-10 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
Miyasaka,5-4-30 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Koshikiryori Koki,2-13-6 Nishishimbashi; Minato-ku; Tokyo; 105-0003; Japón,Tokyo,Japón,2,China,Grupos;Mesa del chef,1
Sushi Hashimoto,1-8-2 Shintomi; Chuo-ku; Tokyo; 104-0041; Japón,Tokyo,Japón,3,Sushi,Comer solo;Cocina local,1
nôl,1F; DDD HOTEL; 2-2-1 Nihombashibakurocho; Chuo-ku; Tokyo; 103-0002; Japón,Tokyo,Japón,2,Actual,,1
TROIS VISAGES,7-16-21 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Francesa; Actual,Comer solo;Productos locales,1
l'élan,4F; GYRE; 5-10-1 Jingumae; Shibuya-ku; Tokyo; 150-0001; Japón,Tokyo,Japón,2,Francesa,Grupos,1
Sushi Ichijo,3-1-3 Higashinihombashi; Chuo-ku; Tokyo; 103-0004; Japón,Tokyo,Japón,3,Sushi,Cocina local,1
Guchokuni,3F; 6-21 Kagurazaka; Shinjuku-ku; Tokyo; 162-0825; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Edomae Sushi Hanabusa,9-1-7 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,3,Sushi,Comer solo;Cocina local,1
La Gloire,2-17-7 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,2,Francesa,Mesa del chef,1
Ten Yokota,2F; 3-10-5 Motoazabu; Minato-ku; Tokyo; 106-0046; Japón,Tokyo,Japón,2,Tempura,Comer solo;Cocina local,1
Kappo Muroi,2-16-4 Nishiazabu; Minato-ku; Tokyo; 106-0031; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Sushi Matsuura,5-7-8 Shirokane; Minato-ku; Tokyo; 108-0072; Japón,Tokyo,Japón,2,Sushi,Comer solo,1
Sushi Kojima,5F; 7-3-8 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Sushi,Comer solo;Cocina local,1
Tempura Ginya,B1F; 5-17-9 Shirokanedai; Minato-ku; Tokyo; 108-0071; Japón,Tokyo,Japón,3,Tempura,Comer solo;Cocina local,1
L'ATELIER de Joël Robuchon,2F; Roppongi Hills Hillside; 6-10-1 Roppongi; Minato-ku; Tokyo; 106-0032; Japón,Tokyo,Japón,2,Francesa; Actual,,1
Nogizaka Shin,8-11-19 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,3,Japonesa,Mesa del chef;Comer solo,1
Daigo,2F; Forest Tower; 2-3-1 Atago; Minato-ku; Tokyo; 105-0002; Japón,Tokyo,Japón,2,Shojin,Grupos,1
KHAO,2-12-7 Kandajimbocho; Chiyoda-ku; Tokyo; 101-0051; Japón,Tokyo,Japón,2,Thai,Comer solo,1
EWIG,2F; 4-3-23 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,2,Austriaca,,1
Yotsuya Minemura,2F; 3-21 Arakicho; Shinjuku-ku; Tokyo; 160-0007; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Alchimiste,5-17-10 Shirokanedai; Minato-ku; Tokyo; 108-0071; Japón,Tokyo,Japón,2,Francesa; Actual,,1
Les Saisons,MF; Main Bldg; Imperial Hotel Tokyo; 1-1-1 Uchisaiwaicho; Chiyoda-ku; Tokyo; 100-8558; Japón,Tokyo,Japón,3,Francesa,Grupos,1
Akasaka Shimabukuro,3F; 3-21-8 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,3,Japonesa,Comer solo,1
Saucer,B1F; 2-7-10 Ebisunishi; Shibuya-ku; Tokyo; 150-0021; Japón,Tokyo,Japón,2,Francesa,Comer solo,1
hortensia,2F; 1-5-12 Shintomi; Chuo-ku; Tokyo; 104-0041; Japón,Tokyo,Japón,2,Francesa; Francesa contemporánea,Comer solo,1
apothéose,49F; Toranomon Hills Station Tower; 2-6-2 Toranomon; Minato-ku; Tokyo; 105-5549; Japón,Tokyo,Japón,3,Francesa,Romántico;Grupos,1
Sushi Ryujiro,2-11-11 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,3,Sushi,Mesa del chef;Comer solo,1
Sushi Masashi,7F; 2-9-9 Kitaaoyama; Minato-ku; Tokyo; 107-0061; Japón,Tokyo,Japón,3,Sushi,Comer solo;Grupos,1
Sorahana,5-3-3 Toranomon; Minato-ku; Tokyo; 105-0001; Japón,Tokyo,Japón,2,Japonesa,Grupos,1
FUSHIKINO,2F; 4-3-11 Kagurazaka; Shinjuku-ku; Tokyo; 162-0825; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
Ren Mishina,B1F; 7-3-13 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Azabujuban Fukuda,3-7-5 Azabujuban; Minato-ku; Tokyo; 106-0045; Japón,Tokyo,Japón,3,Japonesa,Grupos,1
itsuka,2F; 2-14-15 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,2,China,Grupos,1
Sumibikappo SHIROSAKA,6-3-9 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,2,Japonesa,Comer solo;Grupos,1
Series,3-4-11 Azabudai; Minato-ku; Tokyo; 106-0041; Japón,Tokyo,Japón,2,China,,1
Edomae Shinsaku,6F; 2-10-11 Nihombashiningyocho; Chuo-ku; Tokyo; 103-0013; Japón,Tokyo,Japón,3,Tempura,Cocina local,1
Oniku Karyu,7F; 1-14-6 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Cocina especializada en carnes,Grupos;Mesa del chef,1
NéMo,B1F; 6-15-4 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,2,Francesa,Grupos,1
Ippei Hanten,3-12-41 Motoazabu; Minato-ku; Tokyo; 106-0046; Japón,Tokyo,Japón,3,China,Comer solo;Grupos,1
Édition Koji Shimomura,1F; Roppongi T-Cube; 3-1-1 Roppongi; Minato-ku; Tokyo; 106-0032; Japón,Tokyo,Japón,3,Francesa,Grupos,1
Sincère,B1F; 3-7-13 Sendagaya; Shibuya-ku; Tokyo; 151-0051; Japón,Tokyo,Japón,2,Francesa,,1
abysse,1-30-12 Ebisunishi; Shibuya-ku; Tokyo; 150-0021; Japón,Tokyo,Japón,3,Francesa; Actual,Grupos,1
PRIMO PASSO,B1F; 1-5-11 Tsukiji; Chuo-ku; Tokyo; 104-0045; Japón,Tokyo,Japón,2,Italiana,Comer solo;Grupos,1
Yakitori Takahashi,2F; 2-10-11 Nihombashi; Chuo-ku; Tokyo; 103-0027; Japón,Tokyo,Japón,2,Yakitori,Comer solo,1
MONOLITH,2-6-1 Shibuya; Shibuya-ku; Tokyo; 150-0002; Japón,Tokyo,Japón,2,Francesa,,1
Torakuro,B1F; Imperial Hotel Tokyo Main; 1-1-1 Uchisaiwaicho; Chiyoda-ku; Tokyo; 100-8558; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Takumi Tatsuhiro,1-11-7 Shinjuku; Shinjuku-ku; Tokyo; 160-0022; Japón,Tokyo,Japón,3,Sushi,Comer solo;Cocina local,1
Hyakuyaku by Tokuyamazushi,9F; 4-4-2 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
hakunei,4-9-11 Nishiazabu; Minato-ku; Tokyo; 106-0031; Japón,Tokyo,Japón,3,Actual,Comer solo,1
le sputnik,7-9-9 Roppongi; Minato-ku; Tokyo; 106-0032; Japón,Tokyo,Japón,2,Francesa,,1
Tenoshima,2F; 1-3-21 Minamiaoyama; Minato-ku; Tokyo; 107-0062; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
Nishiazabu Taku,2-11-5 Nishiazabu; Minato-ku; Tokyo; 106-0031; Japón,Tokyo,Japón,3,Sushi,Mesa del chef;Comer solo,1
TEN-MASA,B1F; 3-16-13 Kamimeguro; Meguro-ku; Tokyo; 153-0051; Japón,Tokyo,Japón,2,Japonesa; Tempura,Comer solo;Grupos,1
Sushi Yuki,5-17-4 Hiro; Shibuya-ku; Tokyo; 150-0012; Japón,Tokyo,Japón,3,Sushi,Cocina local,1
JO,3F; 2-8-6 Azabujuban; Minato-ku; Tokyo; 106-0045; Japón,Tokyo,Japón,3,Cocina especializada en carnes,Comer solo;Grupos,1
LATURE,B1F; 2-2-2 Shibuya; Shibuya-ku; Tokyo; 150-0002; Japón,Tokyo,Japón,2,Francesa,Comer solo;Grupos,1
Dominique Bouchet Tokyo,2F; 1-5-6 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Francesa,,1
Tanimoto,3F; 3-1 Kagurazaka; Shinjuku-ku; Tokyo; 162-0825; Japón,Tokyo,Japón,3,Japonesa,,1
Sushidokoro Kiraku,1-12-12 Kyodo; Setagaya-ku; Tokyo; 156-0052; Japón,Tokyo,Japón,2,Sushi,Cocina local,1
ShinoiS,2F; 4-2-7 Shirokanedai; Minato-ku; Tokyo; 108-0071; Japón,Tokyo,Japón,3,China,Comer solo;Grupos,1
L'AFFINAGE,2F; 5-9-16 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Francesa,Comer solo;Grupos,1
CYCLE by Mauro Colagreco,1F; Otemachi One; 1-2-1 Otemachi; Chiyoda-ku; Tokyo; 100-0004; Japón,Tokyo,Japón,3,Francesa; Actual,Grupos,1
Mētis Roppongi,5-18-22 Roppongi; Minato-ku; Tokyo; 106-0032; Japón,Tokyo,Japón,2,Francesa,Mesa del chef,1
ZURRIOLA,4F; Kojun Bldg; 6-8-7 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Española; Actual,Comer solo;Grupos,1
Jizozushi,2F; 3-18-5 Shirokanedai; Minato-ku; Tokyo; 108-0071; Japón,Tokyo,Japón,3,Sushi,Cocina local,1
L'ÉTERRE,2F; 3-6-53 Kagurazaka; Shinjuku-ku; Tokyo; 162-0825; Japón,Tokyo,Japón,3,Francesa; Actual,Comer solo,1
Ginza Kitagawa,3F; 2-10-11 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Japonesa,Mesa del chef,1
PRUNIER,2F; Tokyo Kaikan; 3-2-1 Marunouchi; Chiyoda-ku; Tokyo; 100-0005; Japón,Tokyo,Japón,2,Francesa,Grupos,1
Yakumo Uezu,1-3-9 Yakumo; Meguro-ku; Tokyo; 152-0023; Japón,Tokyo,Japón,2,Japonesa,Comer solo,1
amarantos,9F; 5-6-7 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Francesa; Actual,Comer solo,1
Ginza Kousui,8F; 6-12-14 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Oryori Tsuji,B1F; 3-3-9 Higashiazabu; Minato-ku; Tokyo; 106-0044; Japón,Tokyo,Japón,3,Japonesa,Comer solo;Grupos,1
Mutsukari,6F; 5-5-19 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Japonesa,Grupos,1
Sushi Miura,6-19-46 Akasaka; Minato-ku; Tokyo; 107-0052; Japón,Tokyo,Japón,3,Sushi,Comer solo;Cocina local,1
Ubuka,2-14 Arakicho; Shinjuku-ku; Tokyo; 160-0007; Japón,Tokyo,Japón,3,Crustáceos,,1
Gucci Osteria da Massimo Bottura Tokyo,4F; 6-6-12 Ginza; Chuo-ku; Tokyo; 104-0061; Japón,Tokyo,Japón,2,Italiana; Actual,Romántico;Grupos,1
Juksunchae,Marriott Executive Apartments Town Hall; 88/8 Soi Sukhumvit 49; Khlong Tan Nuea; Vadhana; Bangkok; 10110; Tailandia,Bangkok,Tailandia,2,Coreana contemporánea,Romántico,1
Resonance,108; 4 Soi Sukhumvit 65; Phra Khanong Nuea; Vadhana; Bangkok; 10110; Tailandia,Bangkok,Tailandia,3,Moderna,Romántico,1
Mia,30 Soi Athakravi 1; Rama 4 Road; Khlong Tan; Khlong Toei; Bangkok; 10110; Tailandia,Bangkok,Tailandia,3,Actual,Romántico,1
Coda,130-132 Wireless Road; Lumphini; Pathum Wan; Bangkok; 10330; Tailandia,Bangkok,Tailandia,2,Tailandesa contemporánea,Mesa del chef;Romántico,1
Haoma,231/3 Soi Sukhumvit 31; Khlong Toei Nuea; Vadhana; Bangkok; 10110; Tailandia,Bangkok,Tailandia,3,Hindú; Actual,Productos locales,1
Nahm,GF; COMO Metropolitan Bangkok; 27 Sathon Tai Road; Thung Maha Mek; Sathon; Bangkok; 10120; Tailandia,Bangkok,Tailandia,3,Thai; Tailandesa contemporánea,Romántico,1
"Elements, Inspired by Ciel Bleu",25F; The Okura Prestige; 57 Wireless Road; Lumphini; Pathum Wan; Bangkok; 10330; Tailandia,Bangkok,Tailandia,3,Francesa contemporánea,Romántico,1
Saneh Jaan,Sindhorn Tower; 130-132 Wireless Road; Lumphini; Pathum Wan; Bangkok; 10330; Tailandia,Bangkok,Tailandia,1,Thai,Familiar,1
AVANT,30F; Kimpton Maa-Lai Bangkok; 78 Soi Ton Son; Lumphini; Pathum Wan; Bangkok; 10300; Tailandia,Bangkok,Tailandia,3,Moderna,Mesa del chef;Comer solo,1
80/20,1052-1054 Charoen Krung 26 Road; Bang Rak; Bangkok; 10500; Tailandia,Bangkok,Tailandia,3,Tailandesa contemporánea,Mesa del chef,1
IGNIV,GF; The St. Regis; 159 Ratchadamri Road; Lumphini; Pathum Wan; Bangkok; 10330; Tailandia,Bangkok,Tailandia,3,Europea contemporánea,Romántico;Grupos,1
Blue by Alain Ducasse,Unit L101; 1F; ICONLUXE ICONSIAM Shopping Centre; 299 Charoen Nakhon Road; Khlong Ton Sai; Khlong San; Bangkok; 10600; Tailandia,Bangkok,Tailandia,3,Francesa contemporánea,Romántico,1
Signature,11F; VIE Hotel Bangkok - MGallery Collection; 117/39-40 Phayathai Road; Thanon Phetchaburi; Ratchathewi; Bangkok; 10400; Tailandia,Bangkok,Tailandia,3,Francesa,Mesa del chef,1
Potong,422 Vanich 1 Road; Samphanthawong; Bangkok; 10100; Tailandia,Bangkok,Tailandia,3,Innovadora,Tendencia,1
Chim by Siam Wisdom,315 Soi Ongkharak 13; Thanon Nakhon Chai Si; Dusit; Bangkok; 10110; Tailandia,Bangkok,Tailandia,2,Thai,Romántico;Grupos,1
Jay Fai,327 Maha Chai Road; Samran Rat; Phra Nakhon; Bangkok; 10200; Tailandia,Bangkok,Tailandia,2,Street food; Thai,Un clásico,1
AKKEE,42/99 Mu 7; Pak Kret Bypass Road; Bang Talat; Pak Kret; Nonthaburi; 11120; Tailandia,Nonthaburi,Tailandia,2,Thai; Actual,Tendencia,1
Sushi Kanesaka,1F; Grand InterContinental Seoul Parnas; 521 Teheran-ro; Gangnam-gu; Seoul; 06164; Corea del Sur,Seoul,Corea del Sur,3,Sushi,Comer solo,1
L'Amitié,2F; 30 Dosan-daero 67-gil; Gangnam-gu; Seoul; 06015; Corea del Sur,Seoul,Corea del Sur,2,Francesa,Grupos,1
Collage,2F; Ananti at Gangnam; 11 Nonhyeon-ro 136-gil; Gangnam-gu; Seoul; 06051; Corea del Sur,Seoul,Corea del Sur,2,Francesa contemporánea,Comer solo,1
Han,Vera 966; Buenos Aires; C1414AOT; Argentina,Buenos Aires,Argentina,3,Coreana,Comer solo,1
Yu Yuan,11F Four Seasons Hotel; 97 Saemunan-ro; Jongno-gu; Seoul; 03183; Corea del Sur,Seoul,Corea del Sur,3,China,Grupos,1
Il Ristorante - Niko Romito,1F; Bvlgari Hotel; Building 2; Courtyard 8; Xinyuan South Road; Chaoyang; Beijing; China Continental,Beijing,China Continental,3,Italiana,Comer solo,1
Fu Chun Ju,3F; The Puxuan Hotel; 1 Wangfujing Street; Dongcheng; Beijing; 100006; China Continental,Beijing,China Continental,2,Cantonesa,Familiar,1
Jing,B1 Level; The Peninsula Hotel; 8 Jinyu Hutong; Dongcheng; Beijing; China Continental,Beijing,China Continental,3,Francesa contemporánea,Mesa del chef;Comer solo,1
Cai Yi Xuan,2F; Four Seasons Hotel; 48 Liangmaqiao Road; Chaoyang; Beijing; China Continental,Beijing,China Continental,2,Cantonesa,Familiar,1
Trb Hutong,23 Shatan North Street; Dongcheng; Beijing; China Continental,Beijing,China Continental,3,Francesa contemporánea,Romántico,1
Mansion Cuisine by Jingyan,22 Jianchang Hutong; Dongcheng; Beijing; China Continental,Beijing,China Continental,3,Pekinesa,Grupos,1
Lu Style (Anding Road),5F; Uni Elite; Building 6; Courtyard 5; Anding Road; Chaoyang; Beijing; China Continental,Beijing,China Continental,2,Shandong,Grupos,1
Silver Pot,No. 532; 5F; M6; ICP Office Building; 300 Jiaozi Avenue; Wuhou; Chengdu; China Continental,Chengdu,China Continental,2,Cocina de Sichuan,Romántico,1
Silvers Omakase,224 Helena Ave.; Santa Barbara; CA; 93101; Estados Unidos,Santa Barbara,Estados Unidos,3,Sushi,Romántico,1
Caruso's,Rosewood Miramar Beach; 1759 S. Jameson Ln.; Montecito; CA; 93108; Estados Unidos,Montecito,Estados Unidos,3,Californiana; Italiana,,1
Chez Noir,5th Ave. btw. Dolores and San Carlos Sts.; Carmel-by-the-Sea; CA; 93921; Estados Unidos,Carmel-by-the-Sea,Estados Unidos,3,Actual; Pescados y mariscos,,1
The Restaurant at JUSTIN,11680 Chimney Rock Rd.; Paso Robles; CA; 93446; Estados Unidos,Paso Robles,Estados Unidos,3,Californiana; Actual,Romántico,1
Six Test Kitchen,3075 Blue Rock Rd.; Paso Robles; CA; 93446; Estados Unidos,Paso Robles,Estados Unidos,3,Actual,,1
Silks House,3F; Regent Hotel; 3; Lane 39; Section 2; Zhongshan North Road; Zhongshan District; Taipei; 104; Taiwán,Taipei,Taiwán,2,Cantonesa,Familiar;Grupos,1
La VidA,Viamonte 5022; Mendoza; M5505; Argentina,Mendoza,Argentina,3,Actual,Romántico,1
